,gtin,return_code,company_prefix,name,street,postcode,city,sum_sales,query_date,isocode
15761,4.03658E+12,0,4036577,Anatol GmbH &amp; Co. Großhandels KG,Kulmbacher Str. 7,93057,Regensburg,3115.96,30/10/2021 00:20,DEU
15774,4.03658E+12,0,4036581,Districon GmbH,Am Joseph 15,61273,Wehrheim,48685.16,30/10/2021 00:21,DEU
15789,4.03661E+12,0,4036607,Fa. Feinkostsalate Richter u. Steins GmbH,An der Buchwiese 17,99996,Schacht Pöthen,3868.52,30/10/2021 00:21,DEU
15802,4.03663E+12,0,4036634,Weingut Häußermann,Burrainstr. 55,75447,Diefenbach,1092.6,30/10/2021 00:22,DEU
15803,4.03664E+12,0,4036637,Hartmut Heintz,Schützenstr. 14,55450,Langenlonsheim,57702.25,30/10/2021 00:22,DEU
15804,4.03669E+12,0,4036692,Dorn-Bräu H. Murmann GmbH &amp; Co. KG,Marktplatz 1-2,90614,Ammerndorf,79011.83,30/10/2021 00:22,DEU
15805,4.0367E+12,0,4036701,Thurländer Salate und Feinkost GmbH OT Thurland,Am Dorfe 1,6779,Raguhn-Jeßnitz ,302.74,30/10/2021 00:22,DEU
15806,4.03672E+12,0,4036724,Graminger Weissbräu KG,Graming 79,84503,Altötting,23059.17,30/10/2021 00:22,DEU
15807,4.03674E+12,0,4036735,Bayola Erzeugergemeinschaft GmbH,Schwaighausen 14,93138,Lappersdorf,3.99,30/10/2021 00:22,DEU
15808,4.03675E+12,0,4036745,Übermorgen Getränke - Trendprodukte GmbH,Luftschiffring 7-9,68782,Brühl,398.8,30/10/2021 00:22,DEU
15809,4.03682E+12,0,4036822,M + L Fleischverarbeitung GmbH,Raiffeisenring 46,46395,Bocholt,479.28,30/10/2021 00:22,DEU
15810,4.03683E+12,0,4036829,Geflügelhof Ludwig GmbH,Kleinhegnach 18,71336,Waiblingen,2193.87,30/10/2021 00:22,DEU
15811,4.03688E+12,0,4036881,VS-Weinhandels GmbH,Kirchstr. 15,56330,Kobern-Gondorf,205.14,30/10/2021 00:22,DEU
15812,4.03689E+12,0,4036889,Mantz airmotions GmbH &amp; Co. KG,Hacketäuerstr. 4,42651,Solingen,139818.03,30/10/2021 00:22,DEU
15813,4.0369E+12,0,4036897,Futternapf Tiernahrung Vertriebs GmbH,Lauchwasenstr. 2,76709,Kronau,4981.13,30/10/2021 00:22,DEU
15814,4.03696E+12,0,4036958,Winzer vom Weinsberger Tal eG,Reisacher Str. 5,74245,Löwenstein,1575.56,30/10/2021 00:22,DEU
15815,4.03698E+12,0,4036979,Grocholl GmbH &amp; Co. KG,Dalitzer Weg 4,29459,Clenze,1058.4,30/10/2021 00:22,DEU
15816,4.03699E+12,0,4036992,AGROMA Landmolkerei GmbH,Am Bahnhof 2,37308,Heilbad Heiligenstadt,293.88,30/10/2021 00:23,DEU
15817,4.037E+12,0,4036995,Bäckerei Brinker GmbH,Friedrich der Große 8,44628,Herne,70.34,30/10/2021 00:23,DEU
15818,4.03701E+12,0,4037014,Minges Kaffeerösterei GmbH,Industriering 17,96149,Breitengüßbach,172,30/10/2021 00:23,DEU
15819,4.03706E+12,0,4037064,Seidl Confiserie GmbH,Reiserweg 2,93164,Laaber,107310.42,30/10/2021 00:23,DEU
15847,4.03711E+12,0,4037112,GmbH &amp; Co. KG,Kirchplatz 5-7,87772,Pfaffenhausen,67012.86,30/10/2021 00:24,DEU
15848,4.03711E+12,0,4037113,Napoleon Mineralbrunnen GmbH,Sebastian-Hausler-Str. 1,84069,Schierling,2864.29,30/10/2021 00:24,DEU
15849,4.03719E+12,0,4037191,Hohenneuffen-Teck eG,Kelterplatz 8,72639,Neuffen,4236.73,30/10/2021 00:24,DEU
15850,4.0372E+12,0,4037198,Anduronda Import GmbH,Kirschbaumweg 32,50996,Köln,421.34,30/10/2021 00:24,DEU
15851,4.0372E+12,0,4037203,Stefan Klauser,Lohen 3,83342,Tacherting,34435.27,30/10/2021 00:24,DEU
15852,4.03723E+12,0,4037234,Weingut Lother,Birkenstr. 3,97537,Wipfeld,152.49,30/10/2021 00:24,DEU
15853,4.03725E+12,0,4037245,Lammersiek u. Co.Fruchtsaftkelterei Inh. Claudia Himmelstoß e.K.,Gartenstr. 60,49152,Bad Essen,10910.98,30/10/2021 00:24,DEU
15854,4.03727E+12,0,4037265,Rolschter Brauhaus GmbH &amp; Co. KG,An der Rinne 3,7407,Rudolstadt,158701.73,30/10/2021 00:24,DEU
15855,4.03727E+12,0,4037268,Landwirt Josef Rose,Faulenberger-Hof 3,66564,Ottweiler/Mainzweiler,60.56,30/10/2021 00:24,DEU
15859,4.03727E+12,0,4037274,Pia und Bianca Köhlich GbR,Paradeismühle 1,63911,Klingenberg,550.44,30/10/2021 00:24,DEU
15934,4.0373E+12,0,4037302,GEJO GmbH &amp; Co. KG,Industriestr. 53,33689,Bielefeld,5455.32,30/10/2021 00:27,DEU
15935,4.03731E+12,0,4037307,Bazzar  Rösterei GmbH &amp; Co. KG,Hansastr. 14b,41460,Neuss,58726.1,30/10/2021 00:27,DEU
15937,4.03739E+12,0,4037387,Mayer Fruchtsaftkelterei GmbH &amp; Co. KG,Uhlbacher Str. 196,70329,Stuttgart,829.52,30/10/2021 00:27,DEU
15938,4.0374E+12,0,4037400,Katjes Fassin GmbH + Co. KG,Dechant-Sprünken-Str. 53-57,46446,Emmerich,171924.48,30/10/2021 00:27,DEU
15939,4.03742E+12,0,4037421,Drebacher Wurst GmbH,Venusberger Str. 40,9430,Drebach,255196.15,30/10/2021 00:27,DEU
15940,4.03745E+12,0,4037454,Özcan Getränke GmbH,Rauchstr. 55,13587,Berlin,207759.89,30/10/2021 00:27,DEU
15941,4.03746E+12,0,4037458,"""Heller Bräu"" Trum GmbH",Dominikanerstr. 6,96049,Bamberg,15027.36,30/10/2021 00:27,DEU
15942,4.0375E+12,0,4037500,Müller´s Hausmacher Wurst GmbH &amp; Co.KG,Uelzener Str. 16,29574,Ebstorf,248802.11,30/10/2021 00:27,DEU
15948,4.03767E+12,0,4037669,Unternehmens KG,Schloßstr. 10,91792,Ellingen,30894.63,30/10/2021 00:27,DEU
15949,4.03768E+12,0,4037678,Winzer der Rheinhessischen Schweiz eG,Kreuzstr. 12,55597,Wöllstein,121379.39,30/10/2021 00:27,DEU
15950,4.0377E+12,0,4037700,Alfred Paulsen GmbH &amp; Co.KG Sauerkonservenfabrik,Alfred-Paulsen-Str. 8,21762,Otterndorf,22982.15,30/10/2021 00:27,DEU
15951,4.03771E+12,0,4037712,Ölmühle Ditzingen GmbH &amp; Co. KG,Johannes-Fuchs-Str. 5,71254,Ditzingen,16453.12,30/10/2021 00:27,DEU
15952,4.03772E+12,0,4037719,Cavendish &amp; Harvey Confectionery GmbH,Carl-Zeiss-Str. 14-16,24568,Kaltenkirchen,1817.03,30/10/2021 00:28,DEU
15953,4.03776E+12,0,4037757,BODEG Bäuerliche Vermarktung Oberes Donautal eG,Wolterstr. 16,88631,Beuron,2511.44,30/10/2021 00:28,DEU
15954,4.03777E+12,0,4037766,Elmasel Pharma GmbH,Konrad-Adenauer-Allee 7,86150,Augsburg,230.67,30/10/2021 00:28,DEU
15955,4.03777E+12,0,4037771,Euro Vital Pharma GmbH,Borsteler Chaussee 47,22453,Hamburg,45406.2,30/10/2021 00:28,DEU
15956,4.03778E+12,0,4037781,Itikat Helal GmbH,In den Weiden 32,73776,Altbach,933889.37,30/10/2021 00:28,DEU
15957,4.03779E+12,0,4037785,Frischteigwaren ,Bruckstr. 25,88326,Aulendorf,8399.02,30/10/2021 00:28,DEU
15958,4.03779E+12,0,4037786,Dachsbräu GmbH &amp; Co. KG,Murnauer Str. 5,82362,Weilheim,11836.99,30/10/2021 00:28,DEU
15968,4.03785E+12,0,4037848,AS Premium Produktions- und Vertriebs GmbH,Doppelmayrweg 18,90469,Nürnberg,99329.75,30/10/2021 00:28,DEU
15969,4.03787E+12,0,4037865,Weingut Sander,In den Weingärten 11,67582,Mettenheim,786378,30/10/2021 00:28,DEU
15970,4.03789E+12,0,4037892,Bürstenhaus Redecker GmbH,Bockhorster Landweg 19,33775,Versmold,177111.49,30/10/2021 00:28,DEU
15971,4.0379E+12,0,4037900,L''Oreal Deutschland GmbH,Hertzstr. 175,76187,Karlsruhe,593412.06,30/10/2021 00:28,DEU
15972,4.0379E+12,0,4037901,GmbH &amp; Co. KG,Industriepark 4,27777,Ganderkesee,346982.7,30/10/2021 00:28,DEU
15973,4.0379E+12,0,4037904,i+m Naturkosmetik Berlin GmbH,Greifswalder Str. 214,10405,Berlin,340500.62,30/10/2021 00:28,DEU
15974,4.03792E+12,0,4037922,Brauerei Erharting J. Röhrl OHG,Hauptstr. 6,84513,Erharting,219389.7,30/10/2021 00:28,DEU
15975,4.03803E+12,0,4038033,Markwins Beauty Brands International,Via Tortona 33,20144,Milan,9.99,30/10/2021 00:28,DEU
15976,4.03805E+12,0,4038054,Guts- und Brauereigenossenschaft eG,Bräuhausstr. 3,84416,Taufkirchen/Vils,37940436.25,30/10/2021 00:28,DEU
15977,4.03813E+12,0,4038126,Erste Markgräfler Winzergenossenschaft Schliengen-Müllheim eG,Am Sonnenstück 1,79418,Schliengen,34322.37,30/10/2021 00:29,DEU
15988,4.0382E+12,0,4038203,Demeter Landbauerzeugnisse GmbH,Auf den Stücken 4,58455,Witten,193.06,30/10/2021 00:29,DEU
15989,4.03824E+12,0,4038235,nsc pharma GmbH &amp; Co. KG,Mergenthalerstr. 40,48268,Greven,36833.84,30/10/2021 00:29,DEU
15990,4.03824E+12,0,4038244,Naturkost Übelhör GmbH &amp; Co. KG,Friesenhofen-Bahnhof 23-25,88299,Leutkirch im Allgäu,249.48,30/10/2021 00:29,DEU
15992,4.03827E+12,0,4038269,Mühle Erks Inh. Uwe Erks,Hauptstr. 5,26446,Horsten/Friedeburg,2792.58,30/10/2021 00:29,DEU
16006,4.03832E+12,0,4038324,Püllen´s Hofladen Marie-Christin Püllen,Hermannshof,52388,Nörvenich,18.54,30/10/2021 00:30,DEU
16007,4.03836E+12,0,4038364,Weingut Brennfleck Inh. Hugo Brennfleck,Papiusgasse 7,97320,Sulzfeld,6795.13,30/10/2021 00:30,DEU
16008,4.03837E+12,0,4038373,GmbH &amp; Co. KG,Carl-Benz-Str. 2,76761,Rülzheim,302945.99,30/10/2021 00:30,DEU
16009,4.03838E+12,0,4038375,Natumi GmbH,Gierlichsstr. 17,53840,Troisdorf,19390.94,30/10/2021 00:30,DEU
16010,4.0384E+12,0,4038398,Schmücker Hof,Auf der Höhe 9,46244,Kirchhellen,2358.8,30/10/2021 00:30,DEU
16012,4.03841E+12,0,4038407,Greußener Salami- und Schinkenfabrik GmbH,Vor dem Warthügel 9,99718,Greußen,56391.66,30/10/2021 00:30,DEU
16078,4.03843E+12,0,4038427,Gebauer's Gesundheits-Natursäfte,Wildenstall 1,97453,Marktsteinach,11734.52,30/10/2021 00:32,DEU
16079,4.03843E+12,0,4038432,Briconti GmbH,Bahnhofstr. 14,21493,Möhnsen,2740.94,30/10/2021 00:32,DEU
16080,4.03845E+12,0,4038448,CFP Brands Süßwarenhandels GmbH &amp; Co. KG,Kaistraße 5,40221,Düsseldorf,7429.79,30/10/2021 00:32,DEU
16081,4.03845E+12,0,4038449,Privatbrauerei,Pulverturmstr. 6,84028,Landshut,7223.56,30/10/2021 00:32,DEU
16082,4.03847E+12,0,4038473,SETEX-Textil-GmbH,Frankenstr. 15,46499,Hamminkeln-Dingden,739330.29,30/10/2021 00:32,DEU
16083,4.03848E+12,0,4038478,EIFA Warenhandels GmbH,Lange Str. 78,49610,Quakenbrück,296065.65,30/10/2021 00:32,DEU
16093,4.03851E+12,0,4038507,Govindas Manufaktur GmbH &amp; Co. KG,Feckweilerhaide 2,55765,Birkenfeld,729.6,30/10/2021 00:33,DEU
16096,4.03857E+12,0,4038567,Bioland-Hof Dieter Radtke,Freibolz 7,88353,Kisslegg,2493427.33,30/10/2021 00:33,DEU
16097,4.03858E+12,0,4038578,Bäckerei Hoppmann KG,Muttacker 4,26670,Uplengen,6245299.96,30/10/2021 00:33,DEU
16098,4.03858E+12,0,4038581,RADNER-Brot GmbH Vertriebsgesellschaft,Rubensstr. 1,40237,Düsseldorf,1929699.19,30/10/2021 00:33,DEU
16099,4.0386E+12,0,4038600,Berentzen-Gruppe AG,Ritterstr. 7,49740,Haselünne,304113.99,30/10/2021 00:33,DEU
16100,4.03861E+12,0,4038607,Weinkontor Freund GmbH,Nienkamp 17,33829,Borgholzhausen,361268.2,30/10/2021 00:33,DEU
16101,4.03865E+12,0,4038647,Metzgerei Werner Geissdörfer,Dettendorfer Str. 1,91456,Diespeck,119940.62,30/10/2021 00:33,DEU
16103,4.0387E+12,0,4038700,Unilever Deutschland GmbH Customer Development Operations,Neue Burg 1,20457,Hamburg,542363.04,30/10/2021 00:33,DEU
16104,4.03873E+12,0,4038732,G&amp;M GmbH,Bürener Str. 41,48317,Drensteinfurt,2178.04,30/10/2021 00:33,DEU
16105,4.03875E+12,0,4038745,Monolith West GmbH,Zum Frenser Feld 4A,50127,Bergheim (Quadrath-Ichendorf),2728.39,30/10/2021 00:33,DEU
16106,4.03875E+12,0,4038746,Inh. Ute Braune,Holländische Str. 84,34246,Vellmar,23394.73,30/10/2021 00:33,DEU
16107,4.03875E+12,0,4038748,Odenwälder Winzergenossenschaft e.G.,Riegelgartenweg 1,64823,Groß-Umstadt,1018.81,30/10/2021 00:33,DEU
16115,4.03879E+12,0,4038786,Lang GmbH,Hauptstr. 58,73111,Lautenstein I,4337.65,30/10/2021 00:34,DEU
16116,4.03881E+12,0,4038812,Ressi-Freund GmbH &amp; Co. KG,Erlenstr. 3,95709,Tröstau,242.7,30/10/2021 00:34,DEU
16117,4.03881E+12,0,4038813,Dreesen Frische Kräuter GmbH &amp; Co. KG,Rosenweiherweg 20,53332,Bornheim-Sechtem,568.71,30/10/2021 00:34,DEU
16118,4.03882E+12,0,4038822,Kagerer &amp; Co. GmbH,Weißenfelder Str. 6,85622,Feldkirchen,2369.54,30/10/2021 00:34,DEU
16119,4.03884E+12,0,4038838,Drageefabrik Stolze GmbH,Schusterring 22-28,25355,Barmstedt,46882.75,30/10/2021 00:34,DEU
16120,4.03886E+12,0,4038856,C. + M. Hölle GbR,Steinefurthof 1,72351,Geislingen-Binsdorf,142664.88,30/10/2021 00:34,DEU
16121,4.03886E+12,0,4038857,Georg Rösner Vertriebs GmbH,Stettiner Str. 12,94315,Straubing,491.65,30/10/2021 00:34,DEU
16122,4.03888E+12,0,4038877,Inh. Ralf Jünke,Südgeorgsfehner Str. 2,26670,Uplengen/Hollen,329,30/10/2021 00:34,DEU
16123,4.03889E+12,0,4038893,Stadt-Fleischerei Bartsch GmbH &amp; Co. KG,Hochheider Weg 179,26125,Oldenburg,22213.79,30/10/2021 00:34,DEU
16124,4.03892E+12,0,4038915,Privatbrauerei Hofmann GmbH &amp; Co.KG,Dettendorfer Str. 1,91468,Pahres,9775.69,30/10/2021 00:34,DEU
16125,4.03893E+12,0,4038934,nutwork Handelsgesellschaft mbH,Burchardstr. 8,20095,Hamburg,143822.15,30/10/2021 00:34,DEU
16126,4.03897E+12,0,4038965,Weingut Espenhof GbR Wilfried + Nikolas Espenschied,Hauptstr. 81,55237,Flonheim,838.96,30/10/2021 00:34,DEU
16127,4.03901E+12,0,4039005,Ludwig Lemberger Getränkevertrieb,Gaberlplatz 3,93462,Lam,490840.29,30/10/2021 00:34,DEU
16212,4.03908E+12,0,4039076,Stengel Marketing Vertrieb GmbH &amp; Co. KG,Hauptstr. 17-19 Gebäude 6317,55120,Mainz,3178.11,30/10/2021 00:37,DEU
16213,4.03908E+12,0,4039081,Spilker GmbH,Bockhorster Landweg 5,33775,Versmold,5232.55,30/10/2021 00:37,DEU
16214,4.03911E+12,0,4039106,Weingut K. F. Groebe Friedrich Groebe,Mainzer Str. 18,67593,Westhofen,48.93,30/10/2021 00:37,DEU
16234,4.0392E+12,0,4039198,GmbH &amp; Co. KG,Im Rübenkamp 17,38162,Cremlingen,2316.6,30/10/2021 00:38,DEU
16235,4.03922E+12,0,4039218,Weingut Graf Neipperg,Schloßstr. 12,74193,Schwaigern,12065.56,30/10/2021 00:38,DEU
16236,4.03923E+12,0,4039228,Point of Food Lebensmittel- Vertriebsgesellschaft mbH,Westring 57,45659,Recklinghausen,63201.99,30/10/2021 00:38,DEU
16237,4.03924E+12,0,4039235,Hannahs  ICE FACTORY Inh. Mandy Meyer,Schlachthofstrasse 6,9456,Annaberg-Buchholz,405904.45,30/10/2021 00:38,DEU
16238,4.03927E+12,0,4039273,BARD frische Küche GmbH,Lyonerring 10,66121,Saarbrücken,846062.58,30/10/2021 00:38,DEU
16239,4.03928E+12,0,4039279,Staatsweingut Meersburg,Seminarstr. 6,88709,Meersburg,541309.02,30/10/2021 00:38,DEU
16240,4.03929E+12,0,4039288,"Kelterei, Früchteverwertung",Hauptstr. 35,87757,Kirchheim,5151.81,30/10/2021 00:38,DEU
16241,4.0393E+12,0,4039300,Appel Feinkost GmbH &amp; Co. KG c/o heristo ag,Parkstraße 44-46,49214,Bad Rothenfelde,71668.43,30/10/2021 00:38,DEU
16242,4.0393E+12,0,4039301,Spreewald-Mosterei H.-J. Jank,Naundorfer Str. 2,3096,Burg,71431.99,30/10/2021 00:38,DEU
16243,4.03932E+12,0,4039322,Osterhusumer Meierei Witzwort eG,Süden 11,25889,Witzwort,35958.73,30/10/2021 00:38,DEU
16244,4.03934E+12,0,4039341,Michael Kind,Engenerstr. 23,78259,Mühlhausen-Ehingen,75862.91,30/10/2021 00:38,DEU
16245,4.03936E+12,0,4039359,Kelterei Trageser GmbH &amp; Co. KG,Somborner Str. 17,63579,Freigericht-Altenmittlau,75644.88,30/10/2021 00:38,DEU
16250,4.03939E+12,0,4039387,Bio-Bauern-Frischdienst,Neuwimm 4,94149,Kößlarn,1056.67,30/10/2021 00:39,DEU
16260,4.0394E+12,0,4039400,"Vandemoortele Europe NV,  Deutsche Zweigniederlassung",Altensenner Weg 68,32052,Herford,18834.63,30/10/2021 00:39,DEU
16261,4.0394E+12,0,4039401,Karls Markt OHG,Purkshof 2,18182,Rövershagen,144461.21,30/10/2021 00:39,DEU
16262,4.03945E+12,0,4039454,Privat-Brauerei Zötler GmbH,Grüntenstr. 2,87549,Rettenberg,22120.22,30/10/2021 00:39,DEU
16263,4.0395E+12,0,4039500,Lindemann GmbH &amp; Co. KG,Herforder Str. 173-179,32257,Bünde,1911.95,30/10/2021 00:39,DEU
16286,4.03956E+12,0,4039557,Hof Spahr GmbH &amp; Co. KG,Fahrenkruger Ziegelei 3,23795,Fahrenkrug,13673.36,30/10/2021 00:40,DEU
16287,4.03957E+12,0,4039566,Friedrich Schwarze GmbH &amp; Co. KG,Paulsburg 1-3,59302,Oelde,1.98,30/10/2021 00:40,DEU
16288,4.03958E+12,0,4039584,HJP Kleinlederwaren,Achenweg 2c,83454,Anger,4052.95,30/10/2021 00:40,DEU
16289,4.03959E+12,0,4039592,Schlossgut Diel KG,Burg Layen 16-17,55452,Rümmelsheim,5.16,30/10/2021 00:40,DEU
16290,4.03962E+12,0,4039616,Günther Schlink GmbH,Maler-Müller-Str. 58,55545,Bad Kreuznach,9.82,30/10/2021 00:40,DEU
16291,4.03964E+12,0,4039641,Kornbrennerei Böckenhoff GmbH &amp; Co. KG,Kirchplatz 2-3,46348,Raesfeld-Erle,66262.41,30/10/2021 00:40,DEU
16292,4.03968E+12,0,4039683,Martin Pfaffmann Spirituosen &amp; Wein-Gelee,Wollmesheimer Hauptstr. 66,76829,Landau,28001.98,30/10/2021 00:40,DEU
16293,4.0397E+12,0,4039697,Profil Warenhandels GmbH,Am Stein 2,97080,Würzburg,59010.92,30/10/2021 00:40,DEU
16295,4.03971E+12,0,4039709,Inh. Ralf und Arno Knobloch,Saurechgässchen 7,55234,Ober-Flörsheim,1314.61,30/10/2021 00:40,DEU
16296,4.03975E+12,0,4039751,Kerba Bio Ei GbR,Fahrenhorster Weg,24214,Altwittenbek,121136.99,30/10/2021 00:40,DEU
16297,4.03977E+12,0,4039769,Svenja S Collection,Gronauer Str. 1,31171,Nordstemmen,47196.16,30/10/2021 00:40,DEU
16298,4.03978E+12,0,4039775,Eifrisch-Vertriebsgesellschaft mbH &amp; Co. KG,Stollberger Str. 33,9221,Neukirchen,114852.35,30/10/2021 00:40,DEU
16299,4.03978E+12,0,4039784,Alfred Kärcher SE &amp; Co. KG Reinigungssysteme,Alfred-Kärcher-Str. 28-40,71364,Winnenden,93836.82,30/10/2021 00:40,DEU
16300,4.03984E+12,0,4039836,"""Der Pommeraner"" Loitz GmbH",Hiddenhausener Str. 6,17121,Loitz,57350.27,30/10/2021 00:40,DEU
16301,4.03985E+12,0,4039848,Weingut Fürst Löwenstein,Schloßpark 3,63924,Kleinheubach,484801.16,30/10/2021 00:40,DEU
16302,4.03986E+12,0,4039864,BNS International GmbH,Rheinallee 96,55120,Mainz,373093.77,30/10/2021 00:41,DEU
16303,4.03988E+12,0,4039876,ELO-FROST Vertrieb GmbH &amp; Co. KG,Mittelwand 13,49377,Vechta,7804.43,30/10/2021 00:41,DEU
16304,4.03989E+12,0,4039891,Wurst- u. Schinkenspezialitäten,Robert-Koch-Str. 27-29,52499,Baesweiler,7567.17,30/10/2021 00:41,DEU
16305,4.03991E+12,0,4039905,Werz Wurst Fleisch Convenience GmbH,Hardtstr. 98-100,69124,Heidelberg,1114.06,30/10/2021 00:41,DEU
16306,4.03991E+12,0,4039908,Streck-Bräu GmbH &amp; Co. KG,Ludwig-Jahn-Str. 11,97645,Ostheim v. d. Rhön,958.18,30/10/2021 00:41,DEU
16307,4.03992E+12,0,4039918,GmbH &amp; Co. KG,Wertachbrucker Tor Str. 9,86152,Augsburg,358.86,30/10/2021 00:41,DEU
16309,4.03995E+12,0,4039951,Weingut Scheuring,Lutzgasse 6,97276,Margetshöchheim,18565.15,30/10/2021 00:41,DEU
16327,4.03999E+12,0,4039986,Friwi-Werk Witte OHG,Niedergasse 51,6536,Südharz OT Stolberg,237.66,30/10/2021 00:41,DEU
16328,4.04E+12,0,4040004,RASO-Naturprodukte,Rembrechtser Str. 7,88239,Wangen-Haslach,477.08,30/10/2021 00:41,DEU
16329,4.04001E+12,0,4040009,Delikatessen e.K.,Höristr. 9,78239,Rielasingen-Worblingen,4228.34,30/10/2021 00:42,DEU
16330,4.04002E+12,0,4040024,deli carte GmbH &amp; Co. KG,Teilmansfeld 6,47906,Kempen,4734.62,30/10/2021 00:42,DEU
16331,4.04003E+12,0,4040027,Wurstspezialitäten Esser e.K. Inh. Karl-Heinz Esser,Hauptstr. 31,41812,Erkelenz-Lövenich,6863.74,30/10/2021 00:42,DEU
16332,4.04005E+12,0,4040046,HENSELwein,In den Almen 13,67098,Bad Dürkheim,1257.86,30/10/2021 00:42,DEU
16333,4.04005E+12,0,4040049,Wulksfelder Gutsbäckerei GmbH,Wulksfelder Damm 15-17,22889,Tangstedt,30523.5,30/10/2021 00:42,DEU
16334,4.04006E+12,0,4040056,cd Vet Naturprodukte GmbH,Industriestr. 9-11,49584,Fürstenau,65068,30/10/2021 00:42,DEU
16335,4.04006E+12,0,4040059,The Sandwich Man GmbH,Am Jägersberg 12,24161,Altenholz Kiel,26612.46,30/10/2021 00:42,DEU
16336,4.04009E+12,0,4040086,Josef Schweighart,Hauptstr. 21,87758,Kronburg,497366.69,30/10/2021 00:42,DEU
16337,4.04009E+12,0,4040087,Weingut Karl Wegner Inh. Dipl. Ing. (FH) Joachim Wegner,Am Neuberg 4,67098,Bad Dürkheim,14400.84,30/10/2021 00:42,DEU
16338,4.04015E+12,0,4040152,Weingut,Am Zöller 1,97246,Eibelstadt,996023.14,30/10/2021 00:42,DEU
16342,4.0402E+12,0,4040197,Harbron's Salate GmbH,Sängerstr. 2,32791,Lage,73492.17,30/10/2021 00:42,DEU
16343,4.04021E+12,0,4040211,Weingut Karl Haidle KG,Hindenburgstr. 21,71394,Kernen-Stetten,5180.9,30/10/2021 00:42,DEU
16344,4.04022E+12,0,4040221,Weingut Helmut Christ GbR,Volkacher Str. 6,97334,Nordheim,21357.5,30/10/2021 00:42,DEU
16345,4.04023E+12,0,4040225,Collegium Wirtemberg eG,Württembergstr. 230,70327,Stuttgart,30792.64,30/10/2021 00:42,DEU
16346,4.04024E+12,0,4040238,GM Marketing &amp; Vertrieb,Langwiesenweg 8,36323,Grebenau,53232.03,30/10/2021 00:42,DEU
16348,4.04032E+12,0,4040323,Weingut Fritz Blankenhorn KG,Basler Str. 2,79418,Schliengen,34542.17,30/10/2021 00:42,DEU
16349,4.04033E+12,0,4040328,BLG Baklan Lebensmittel-Handelsgesellschaft mbH,Langwiesenweg 30,70327,Stuttgart,76675.71,30/10/2021 00:42,DEU
16350,4.04035E+12,0,4040354,&amp; Burg Ravensburg GmbH,Am Mühlberg 3,76684,Östringen-Tiefenbach,2268.87,30/10/2021 00:42,DEU
16351,4.04036E+12,0,4040359,Brauhaus Zollernalb GmbH Brauerei Lehner,Balinger Str. 7,72348,Rosenfeld,32852.41,30/10/2021 00:42,DEU
16352,4.04037E+12,0,4040373,Schloßbräu Drachselsried R. Bruckmayer GmbH &amp; Co.KG,Hofmark 1,94256,Drachselsried,6155.09,30/10/2021 00:42,DEU
16353,4.04038E+12,0,4040378,LANDMANN Marketing und Vertriebs GmbH,Am Windfeld 44,83714,Miesbach,1108.21,30/10/2021 00:42,DEU
16354,4.04041E+12,0,4040409,&amp; Burg Ravensburg GmbH,Am Mühlberg 3,76684,Östringen-Tiefenbach,29802.33,30/10/2021 00:42,DEU
16362,4.0405E+12,0,4040502,Weingut Hans Wirsching KG,Ludwigstr. 16,97346,Iphofen,1299.71,30/10/2021 00:43,DEU
16365,4.04054E+12,0,4040537,Europa Gewürze GmbH,Neukölnische Allee 104,12057,Berlin,293933.51,30/10/2021 00:43,DEU
16366,4.04054E+12,0,4040543,St. Antony Weingut GmbH &amp; Co. KG,Wilhelmstr. 4,55283,Nierstein,6744.56,30/10/2021 00:43,DEU
16369,4.0406E+12,0,4040600,FrieslandCampina Germany GmbH,Wimpfener Str. 125,74078,Heilbronn,4302.97,30/10/2021 00:43,DEU
16370,4.04061E+12,0,4040606,Weingut von Othegraven KG,Weinstr. 1,54441,Kanzem,135895.73,30/10/2021 00:43,DEU
16371,4.04061E+12,0,4040609,Maierbräu GmbH &amp; Co. KG,Marktplatz 2,85250,Altomünster,317223.59,30/10/2021 00:43,DEU
16372,4.04063E+12,0,4040626,Weico Weinkellerei GmbH,Mainstr. 9,90451,Nürnberg,16066.51,30/10/2021 00:43,DEU
16373,4.04065E+12,0,4040653,Bäckerei Stiebling GmbH,Inselsbergstr. 2-4,99880,Waltershausen/ OT Schwarzhausen,1002.42,30/10/2021 00:43,DEU
16374,4.04067E+12,0,4040667,Feinkost für Tiere,Berghoffstr. 21,49090,Osnabrück,2624.93,30/10/2021 00:43,DEU
16375,4.04067E+12,0,4040671,Merz GmbH &amp; Co. KG,Maybachstr. 2,69214,Eppelheim,2137222.48,30/10/2021 00:43,DEU
16376,4.04074E+12,0,4040744,Henglein NRW GmbH,Hombrucher Weg 8 - 9,58638,Iserlohn,1491.76,30/10/2021 00:43,DEU
16377,4.04078E+12,0,4040778,Hermann und Magda Hiller GbR,Haitinger Höfe 2,71149,Bondorf,1958058.14,30/10/2021 00:43,DEU
16379,4.04081E+12,0,4040806,Naturhof Scherhag Inh. Dr. Holger Scherhag,Hauptstr. 84,56332,Dieblich,406634.39,30/10/2021 00:43,DEU
16380,4.04084E+12,0,4040839,Früchteverwertung Kaffeemittelfabr.,Sanderaustr. 3-5,97225,Zellingen,148564.22,30/10/2021 00:43,DEU
